Username,User ID,Dataset Name,Subset index,Task ID,Label 1,Answer 1,Label 2,Answer 2,Task Type,Media File,Media Duration,Timestamp,Decision Time,Playback Count,Bad File?,Tracked Time
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1bf8dkvt23o_66.91-69.82.wav,2.91,2021-04-08 11:28:09+00:00,4767,1,False,0:00:05.531299
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,sneezing,,,Discrete (single-label),1bf8dkvt23o_7.16-8.46.wav,1.3,2021-04-08 11:28:15+00:00,5024,1,False,0:00:06.024452
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1bf8dkvt23o_75.65-77.39.wav,1.74,2021-04-08 11:28:22+00:00,7220,1,False,0:00:07.668162
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,sneezing,,,Discrete (single-label),1bf8dkvt23o_82.22-83.33.wav,1.11,2021-04-08 11:28:26+00:00,2954,1,False,0:00:04.032502
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1bf8dkvt23o_93.41-94.04.wav,0.63,2021-04-08 11:28:29+00:00,2912,1,False,0:00:03.298381
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1bf8dkvt23o_95.53-96.55.wav,1.02,2021-04-08 11:28:32+00:00,2759,1,False,0:00:03.445552
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_0.02-5.42.wav,5.4,2021-04-08 11:28:37+00:00,4465,1,False,0:00:05.276221
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_103.301-107.352.wav,4.05,2021-04-08 11:28:41+00:00,3991,1,False,0:00:04.590781
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_107.732-110.983.wav,3.25,2021-04-08 11:28:46+00:00,4271,1,False,0:00:05.241477
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_12.76-21.21.wav,8.45,2021-04-08 11:28:52+00:00,6166,1,False,0:00:06.811842
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_21.51-29.17.wav,7.66,2021-04-08 11:28:59+00:00,6224,1,False,0:00:07.510120
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_32.61-47.61.wav,15.0,2021-04-08 11:29:09+00:00,9521,1,False,0:00:10.535577
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_5.78-10.98.wav,5.2,2021-04-08 11:29:15+00:00,5316,1,False,0:00:06.293679
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_55.92-62.45.wav,6.53,2021-04-08 11:29:21+00:00,5699,1,False,0:00:06.334436
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_62.75-67.27.wav,4.52,2021-04-08 11:29:26+00:00,4557,1,False,0:00:05.193960
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_70.09-73.1.wav,3.01,2021-04-08 11:29:30+00:00,4137,1,False,0:00:04.622795
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_73.54-78.19.wav,4.65,2021-04-08 11:29:36+00:00,5680,1,False,0:00:06.688504
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_78.54-90.17.wav,11.63,2021-04-08 11:29:45+00:00,8099,1,False,0:00:09.221068
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_90.5-93.74.wav,3.24,2021-04-08 11:29:49+00:00,4250,1,False,0:00:04.797017
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_94.0-96.7.wav,2.7,2021-04-08 11:30:03+00:00,13179,2,False,0:00:14.518561
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1cxscxhjfac_97.01-101.2.wav,4.19,2021-04-08 11:37:38+00:00,453831,2,False,0:00:28.380000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1fpjug5nbzg_38.8-44.15.wav,5.35,2021-04-08 11:39:20+00:00,101647,1,False,0:00:25.350000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1fpjug5nbzg_46.93-49.41.wav,2.48,2021-04-08 11:39:24+00:00,4049,1,False,0:00:04.747824
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_198.21-206.64.wav,8.43,2021-04-08 11:39:33+00:00,8260,1,False,0:00:09.499035
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_207.04-212.59.wav,5.55,2021-04-08 11:39:39+00:00,5318,1,False,0:00:06.247405
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_212.91-217.19.wav,4.28,2021-04-08 11:39:44+00:00,4488,1,False,0:00:05.045812
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_217.47-222.77.wav,5.3,2021-04-08 11:39:51+00:00,7535,1,False,0:00:07.981362
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_223.33-227.11.wav,3.78,2021-04-08 11:39:56+00:00,4164,1,False,0:00:04.423761
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_227.66-250.49.wav,22.83,2021-04-08 11:40:11+00:00,14125,1,False,0:00:15.042938
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_250.79-261.09.wav,10.3,2021-04-08 11:40:18+00:00,7201,1,False,0:00:07.745330
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_263.24-266.57.wav,3.33,2021-04-08 11:40:27+00:00,8681,1,False,0:00:09.793019
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_266.98-287.775.wav,20.8,2021-04-08 11:41:06+00:00,38159,2,False,0:00:39.413520
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),1kxokl5agc4_83.46-104.77.wav,21.31,2021-04-08 11:41:29+00:00,22968,1,False,0:00:23.883907
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),1msyo4wgiag_28.55-31.85.wav,3.3,2021-04-08 11:43:58+00:00,148380,2,False,0:00:26.600000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),1msyo4wgiag_32.67-34.76.wav,2.09,2021-04-08 11:44:03+00:00,4529,1,False,0:00:05.719376
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),1msyo4wgiag_35.68-36.33.wav,0.65,2021-04-08 11:44:19+00:00,15044,2,False,0:00:16.294153
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),1msyo4wgiag_40.65-41.89.wav,1.24,2021-04-08 11:44:24+00:00,4539,1,False,0:00:05.174935
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),1msyo4wgiag_43.06-43.8.wav,0.74,2021-04-08 11:44:30+00:00,6327,2,False,0:00:06.964990
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2awxwwz7iiy_15.41-23.64.wav,8.23,2021-04-08 11:44:37+00:00,6070,1,False,0:00:06.429086
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2awxwwz7iiy_24.06-27.02.wav,2.96,2021-04-08 11:44:42+00:00,4955,1,False,0:00:05.715844
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2awxwwz7iiy_33.61-43.97.wav,10.36,2021-04-08 11:44:50+00:00,7340,1,False,0:00:08.474623
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2awxwwz7iiy_62.58-81.8952.wav,19.32,2021-04-08 11:45:04+00:00,13022,1,False,0:00:14.308648
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_1.76-30.74.wav,28.98,2021-04-08 11:45:17+00:00,11674,1,False,0:00:12.266496
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_133.62-141.35.wav,7.73,2021-04-08 11:45:23+00:00,6150,1,False,0:00:06.874986
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_141.75-145.36.wav,3.61,2021-04-08 11:45:28+00:00,4379,1,False,0:00:05.638136
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_191.87-198.77.wav,6.9,2021-04-08 11:45:34+00:00,5383,1,False,0:00:06.480810
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_201.03-212.43.wav,11.4,2021-04-08 11:45:42+00:00,7737,1,False,0:00:08.646255
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_212.71-217.03.wav,4.32,2021-04-08 11:48:33+00:00,169999,2,False,0:00:28.640000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_217.53-229.8.wav,12.27,2021-04-08 11:48:41+00:00,8244,1,False,0:00:08.787100
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_281.27-287.66.wav,6.39,2021-04-08 11:48:48+00:00,6585,1,False,0:00:07.907985
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_287.95-311.09.wav,23.14,2021-04-08 11:51:02+00:00,133387,1,False,0:00:43.140000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_311.89-325.3.wav,13.41,2021-04-08 11:51:23+00:00,20552,1,False,0:00:20.887951
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_325.63-351.24.wav,25.61,2021-04-08 11:51:42+00:00,18094,1,False,0:00:18.393644
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_354.41-360.85.wav,6.44,2021-04-08 11:53:30+00:00,107423,2,False,0:00:32.880000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_362.86-383.48.wav,20.62,2021-04-08 11:53:40+00:00,10174,1,False,0:00:10.864132
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_383.97-404.48.wav,20.51,2021-04-08 11:54:29+00:00,47789,2,False,0:00:49.107313
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_404.75-410.74.wav,5.99,2021-04-08 11:54:35+00:00,5504,1,False,0:00:06.064103
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_460.8-471.78.wav,10.98,2021-04-08 11:55:03+00:00,28358,1,False,0:00:28.997641
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_474.97-480.29.wav,5.32,2021-04-08 11:55:10+00:00,5845,1,False,0:00:06.601508
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_480.6-485.89.wav,5.29,2021-04-08 11:55:15+00:00,4625,1,False,0:00:05.637782
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_486.75-490.53.wav,3.78,2021-04-08 11:55:26+00:00,10026,1,False,0:00:11.071541
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_491.62-496.54.wav,4.92,2021-04-08 11:55:58+00:00,31972,2,False,0:00:29.840000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_496.86-502.26.wav,5.4,2021-04-08 11:56:11+00:00,12845,1,False,0:00:13.707976
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_503.61-530.43.wav,26.82,2021-04-08 11:56:25+00:00,13791,1,False,0:00:14.974613
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_533.35-540.51.wav,7.16,2021-04-08 11:56:33+00:00,6963,1,False,0:00:07.345157
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_543.07-553.11.wav,10.04,2021-04-08 11:56:45+00:00,11964,1,False,0:00:12.817463
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2khdsxzjvso_553.58-561.57.wav,7.99,2021-04-08 11:56:52+00:00,6483,1,False,0:00:06.872395
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,other sounds,,,Discrete (single-label),2mw_s5jnqxu_1.74-2.55.wav,0.81,2021-04-08 11:57:38+00:00,45115,1,False,0:00:20.810000
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),2mw_s5jnqxu_100.722-105.613.wav,4.89,2021-04-08 11:57:46+00:00,7764,1,False,0:00:08.718453
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),2mw_s5jnqxu_106.293-107.823.wav,1.53,2021-04-08 11:57:58+00:00,11677,1,False,0:00:12.845487
Rater009,11,cough-and-sneeze,1,674,cough_sneeze,coughing,,,Discrete (single-label),2mw_s5jnqxu_109.454-110.554.wav,1.1,2021-04-08 11:58:02+00:00,3731,1,False,0:00:04.995853
